Record_ID,URL_Limo,Date_Type,Date_1,Date_2,Language,Imprint_$a_$b_$c_$3_Place_Name_Date_of_Publication,Imprint_$e_$f_$g_Place_Name_Date_of_Manufacture,Physical_Extent_1,Physical_Extent_2,Color_Indication,Note_on_Content,ENGcontent,Source_of_Illustration,Main_Title,PlaceName1,Lat1,Long1,Object,PlaceName2,Lat2,Long2,PlaceName3,Lat3,Long3,PlaceName4,Lat4,Long4,Local_Subj_Building_Type,Local_Subj_Building,Local_Subj_Street,Local_Subj_Pano,Local_Subj_Event,Creator_Name1,Creator_Name 2,Creator_Name_$a3,Local_Uniform_Title_City1,Local_Uniform_Title_Category,(Typo)graphical_Terms_1,Inscriptions,Full_Inscription,URL_Digital_Object,URL_Thumbnail,Physical_Original
9983963210101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9983963210101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,18uu,\\\\,fre,$c s.d°°° $3 1850-1900,,$c image: 254 x 170 mm,$c image with inscription: 285 x 170 mm.,$g Black-and-white,"$a Bronzen staande koorlezenaar uit de 15e eeuw, afkomstig uit de Sint-Pieterskerk",$a Bronze 15th century choral stand from St. Peter's Church,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.",$a Lutrin en Bronze,Sint-Pieterskerk,50.87953,4.7012,yes,,,,,,,,,,$a VoL Building type$x churches (church buildings),"$a VoL Building$x Leuven, Sint-Pieterskerk",,,,"$a Weale, William Henry James.°°° $4 art°°° $3 designer","$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art°°° $3 graphic artist",,,,$b lithograph(s),$b in the image: bottom left°°°$b in the image: bottom right°°°$b outside the image: top left°°°$b outside the image: bottom center,"$a James Weale, del.$b in de voorstelling: onderaan, links°°°$a L. Van Peteghem, sculp.$b in de voorstelling: onderaan, rechts°°°$a Louvain Monumental.$b buiten de voorstelling: bovenaan, links°°°$a LUTRIN EN BRONZE / QUI SE TROUVAIT AUTREFOIS AU CHOEUR DE L' ÉGLISE DE ST PIERRE À LOUVAIN du 15.E SIÈCLE. / (Ce lutrin décore actuellement l'église du Collège Catholique de Ste. Marie à Oscott, près de Birmingham.- Angleterre.)$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE978559/representation,http://resolver.libis.be/IE978559/thumbnail,KU Leuven Libraries BIBC BRES TA00340
9983963550101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9983963550101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,18uu,\\\\,fre,$c s.d°°° $3 1850-1900,,$c image: 239 x 174 mm,$c image with inscription: 257 x 174 mm.,$g Black-and-white,$a Gezicht op het koor van de Sint-Pieterskerk met centraal de sacramentstoren.,$a View of the choir of St. Peter's Church with the sacrament tower in the center.,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.",$a Tabernacle de l'Église de St. Pierre,Sint-Pieterskerk,50.87953,4.7012,,,,,,,,,,,$a VoL Building type$x churches (church buildings),"$a VoL Building$x Leuven, Sint-Pieterskerk",,,,"$a Otto, Henri°°° $g Belgian painter, active 19th C.°°° $4 art°°° $3 designer",,,$a Leuven,Religious buildings,$b lithograph(s),$b in the image: bottom left°°°$b in the image: bottom right°°°$b outside the image: top left°°°$b outside the image: bottom center,"$a H. Otto, del.$b in de voorstelling: onderaan, links°°°$a L. Van Peteghem, Sculp.$b in de voorstelling: onderaan, rechts°°°$a Louvain Monumental.$b buiten de voorstelling: bovenaan, links°°°$a TABERNACLE DE L'ÉGLISE DE St. PIERRE$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE978566/representation,http://resolver.libis.be/IE978566/thumbnail,KU Leuven Libraries BIBC BRES TA00341
9983963760101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9983963760101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,18uu,\\\\,fre,$c s.d°°° $3 1850-1900,,$c image: 188 x 144 mm,$c image with inscription: 207 x 144 mm.,$g Black-and-white,$a Gezicht op het koordoksaal en het orgel van de Sint-Pieterskerk. Op de voorgrond twee mannen.,$a View of the choir and the organ of St. Peter's Church. In the foreground two men.,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.",$a Jubé de l'Église de St. Pierre,Sint-Pieterskerk,50.87953,4.7012,,,,,,,,,,,$a VoL Building type$x churches (church buildings),"$a VoL Building$x Leuven, Sint-Pieterskerk",,,,"$a Otto, Henri°°° $g Belgian painter, active 19th C.°°° $4 art°°° $3 designer","$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art°°° $3 graphic artist",,$a Leuven,Religious buildings,$b lithograph(s),$b in the image: bottom left°°°$b in the image: bottom right°°°$b outside the image: top left°°°$b outside the image: bottom center,"$a H. Otto, del.$b in de voorstelling: onderaan, links°°°$a L. Van Peteghem, schulp.$b in de voorstelling: onderaan, rechts°°°$a Louvain Monumental.$b buiten de voorstelling: bovenaan, links°°°$a JUBÉ DE L'ÉGLISE ST. PIERRE$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE978573/representation,http://resolver.libis.be/IE978573/thumbnail,KU Leuven Libraries BIBC BRES TA00342
9983963900101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9983963900101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,18uu,\\\\,fre,$c s.d°°° $3 1850-1900,,$c image: 280 x 168 mm,$c image with inscription: 310 x 168 mm.,$g Black-and-white,$a Voorstelling van de 15e eeuwse doopvont van de Sint-Pieterskerk en van de hefboom.,$a Presentation of the 15th century baptismal font of St. Peter's Church and of the lever.,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.",$a Fonts baptismaux de l'Église de St. Pierre,Sint-Pieterskerk,50.87953,4.7012,,,,,,,,,,,$a VoL Building type$x churches (church buildings),"$a VoL Building$x Leuven, Sint-Pieterskerk",,,,"$a Dumont, Ch.°°° $4 art°°° $3 printer","$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art°°° $3 graphic artist",,,,$b lithograph(s),$b in the image: bottom left°°°$b in the image: bottom right°°°$b outside the image: top left°°°$b outside the image: bottom center,"$a L.s Van Peteghem, sculpt.$b in de voorstelling: onderaan, links°°°$a Ch.s Dumont imp.$b in de voorstelling: onderaan, rechts°°°$a Louvain Monumental.$b buiten de voorstelling: bovenaan, links°°°$a FONTS BAPTISMAUX DE L'ÉGLISE DE S.T PIERRE. / Potence en fer battu attribuée à Josse Metsys.)$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE978580/representation,http://resolver.libis.be/IE978580/thumbnail,KU Leuven Libraries BIBC BRES TA00343
9983964000101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9983964000101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,18uu,\\\\,fre,$c s.d°°° $3 1850-1900,,$c image: 170 x 237 mm,$c image with inscription: 200 x 237 mm.,$g Black-and-white,"$a Grafmonument van Hendrik (†1235), hertog van Brabant.","$a Tomb of Henry (†1235), Duke of Brabant.","$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.","$a Tombeau de Henri Ier, Duc de Brabant, mort en 1235",Sint-Pieterskerk,50.87953,4.7012,yes,,,,,,,,,,$a VoL Building type$x churches (church buildings)°°° $a VoL Building type$x funerary monuments (gravestones),"$a VoL Building$x Leuven, Sint-Pieterskerk","$a VoL Street$x Leuven, Grote Markt",,,"$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art°°° $3 designer and graphic artist",,,,,$b lithograph(s),$b in the image: bottom right°°°$b outside the image: top left°°°$b outside the image: bottom center,"$a L. Van Peteghem, del. & sculp.t$b in de voorstelling: onderaan, rechts°°°$a Louvain Monumental.$b buiten de voorstelling: bovenaan, links°°°$a TOMBEAU DE HENRI Ier, DUC DE BRABANT, MORT EN 1235, / se trouvant à léglise de St. Pierre.$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE978587/representation,http://resolver.libis.be/IE978587/thumbnail,KU Leuven Libraries BIBC BRES TA00344
9983964120101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9983964120101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,18uu,\\\\,fre,$c s.d°°° $3 1850-1900,,$c image: 166 x 236 mm,$c image with inscription: 195 x 236 mm.,$g Black-and-white,$a In een muurnis het grafmonument van Mathilde van Bourgondië (†1211) en haar dochter Maria van Brabant (†1260).,$a In a wall niche the funerary monument of Mathilde of Burgundy (†1211) and her daughter Maria of Brabant (†1260).,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.",$a Tombeau de Mathilde de Flandre,Sint-Pieterskerk,50.87953,4.7012,yes,,,,,,,,,,$a VoL Building type$x churches (church buildings),"$a VoL Building$x Leuven, Sint-Pieterskerk",,,,"$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art°°° $3 designer and graphic artist",,,$a Leuven,Religious buildings,$b lithograph(s),$b in the image: bottom left°°°$b in the image: bottom right°°°$b outside the image: top left°°°$b outside the image: bottom center,"$a L. Van Peteghem del.t et sculp.t$b in de voorstelling: onderaan, links°°°$a LP [monogram]$b in de voorstelling: onderaan, rechts°°°$a Louvain Monumental.$b buiten de voorstelling: bovenaan, links°°°$a Tombeau de Mathilde de Flandre, premiere épouse de Henri I.r, duc de Brabant, morte en 1211, / et de sa fille Marie, épouse de l'empereur Othon IV, morte en 1260.$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE978594/representation,http://resolver.libis.be/IE978594/thumbnail,KU Leuven Libraries BIBC BRES TA00345
9983964280101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9983964280101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,18uu,\\\\,fre,$c s.d°°° $3 1850-1900,,$c image: 234 x 169 mm,$c image with inscription: 271 x 169 mm.,$g Black-and-white,"$a Het beeld van de Sedes Sapientiae, patrones van de Leuvense universiteit.","$a The statue of the Sedes Sapientiae, patroness of the University of Leuven.","$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.","$a Statue de la Ste. Vierge, connue sous la dénomination de Siège de la Sagesse",Sint-Pieterskerk,50.87953,4.7012,yes,,,,,,,,,,$a VoL Building type$x churches (church buildings),"$a VoL Building$x Leuven, Sint-Pieterskerk","$a VoL Street$x Leuven, Grote Markt",,,"$a Otto, Henri°°° $g Belgian painter, active 19th C.°°° $4 art°°° $3 designer","$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art°°° $3 graphic artist",,,,$b lithograph(s),$b in the image: bottom left°°°$b in the image: bottom right°°°$b outside the image: top left°°°$b outside the image: bottom center,"$a H. Otto, del.$b in de voorstelling: onderaan, links°°°$a L. Van peteghem, sculp.$b in de voorstelling: onderaan, rechts°°°$a Louvain Monumental.$b buiten de voorstelling: bovenaan, links°°°$a STATUE DE LA S.TE VIERGE, CONNUE SOUS LA DÉNOMINATION DE SIÈGE DE LA SAGESSE, / excécuté, en 1442, par Nicolas de Bruyn, et donnée par l'administration communale à l'église de S.t Pierre. / (Dessin excécuté d'après sa restauration en 1842.)$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE978601/representation,http://resolver.libis.be/IE978601/thumbnail,KU Leuven Libraries BIBC BRES TA00346
9983964780101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9983964780101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,18uu,\\\\,fre,$c s.d°°° $3 1850-1900,,$c image: 240 x 172 mm,$c image with inscription: 270 x 172 mm.,$g Black-and-white,$a Portret van Dirk Bouts. Rechts facsimile van de kwitantie in verband met de betaling voor Het Laatste Avondmaal.,"$a Portrait of Dirk Bouts. On the right, facsimile of the receipt in connection with the payment for The Last Supper.","$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.",$a Portrait de Thierry Bouts dit Stuerbot,Sint-Pieterskerk,50.87953,4.7012,yes,,,,,,,,,,$a VoL Building type$x churches (church buildings),"$a VoL Building$x Leuven, Sint-Pieterskerk","$a VoL Street$x Leuven, Grote Markt",,,"$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art°°° $3 graphic artist",,,,,$b lithograph(s),$b in the image: bottom right°°°$b in the image: bottom right°°°$b outside the image: top left°°°$b outside the image: bottom center,"$a Ic Dieric Bouts kenne mi / vernucht en wel betaelt / als van den werc dat ic ghemaect / hebbe den heilichen Sacrament [facsimile kwitantie]$b in de voorstelling: onderaan, rechts°°°$a Fac-Simile de la quittance delivrée par Th. Stuerbout lors du paiement / du Tableau représentant la Cène. D'après l'original se trouvant dans / un registre des archives de S.t Pierre.$b in de voorstelling: onderaan, rechts°°°$a Louvain Monumental.$b buiten de voorstelling: bovenaan, links°°°$a PORTRAIT DE THIERRY BOUTS dit STUERBOUT, / d'après le célèbre Tableau représentant la Cène, excécuté par lui, en 1467, et se trouvant à l'église de St. Pierre, à Louvain.$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE978608/representation,http://resolver.libis.be/IE978608/thumbnail,KU Leuven Libraries BIBC BRES TA00347
9983965260101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9983965260101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,18uu,\\\\,fre,$c s.d°°° $3 1850-1900,,$c image: 235 x 169 mm,$c image with inscription: 265 x 169 mm.,$g Black-and-white,"$a Gezicht op de voorgevel van de Sint-Michielskerk, de voormalige Jezuietenkerk.","$a View of the facade of St. Michael's Church, the former Jesuit church.","$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.","$a L'Église de St. Michel, autrefois des Jesuites",Sint-Michielskerk,50.87626,4.70102,,,,,,,,,,,$a VoL Building type$x churches (church buildings),"$a VoL Building$x Leuven, Sint-Michielskerk (Naamsestraat)","$a VoL Street$x Leuven, Naamsestraat (formerly: Sint-Michielsstraat/Proefstraat)",,,"$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art°°° $3 designer and graphic artist",,,$a Leuven,Religious buildings°°° Squares,$b lithograph(s),$b in the image: bottom right°°°$b outside the image: top left°°°$b outside the image: bottom center,"$a L. Van Peteghem, del. et sculp.t$b in de voorstelling: onderaan, rechts°°°$a Louvain Monumental.$b buiten de voorstelling: bovenaan, links°°°$a L'ÉGLISE DE ST. MICHEL, AUTREFOIS DES JESUITES, / commencée en 1650, d'après les plans du père Gme. Hessius, et achevée en 1666.$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE978615/representation,http://resolver.libis.be/IE978615/thumbnail,KU Leuven Libraries BIBC BRES TA00348
9983965820101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9983965820101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,18uu,\\\\,fre,$c s.d°°° $3 1850-1900,,$c image: 178 x 244 mm,$c image with inscription: 198 x 244 mm.,$g Black-and-white,$a Gezicht op de westtoren en het schip van de Sint-Kwintenskerk. Boven rechts afbeelding van een penning van de schuttersgilde van Sint-Kwinten.,$a View of the west tower and the nave of St. Quint's Church. Above right image of a medal of the archers guild of Sint-Kwinten.,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.",$a Église de St. Quentin,Sint-Kwintenskerk,50.86999,4.69858,,,,,,,,,,,$a VoL Building type$x churches (church buildings),"$a VoL Building$x Leuven, Sint-Kwintenskerk","$a VoL Street$x Leuven, Naamsestraat (formerly: Sint-Michielsstraat/Proefstraat)",,,"$a Joos, A.°°° $4 art°°° $3 graphic artist","$a Van Gobbelschroy, Bernard Vos°°° $g Belgian painter°°° $d 1825-1870°°° $4 art°°° $3 designer",,$a Leuven,Religious buildings,$b lithograph(s),FALSE°°°$b in the image: bottom left°°°$b in the image: bottom right°°°$b outside the image: top left°°°$b outside the image: bottom center,"$a Méreau du Serment de / St. Quentin.$b °°°$a A.J. sc.$b in de voorstelling: onderaan, links°°°$a B.V.G. del.$b in de voorstelling: onderaan, rechts°°°$a Louvain Monumental.$b buiten de voorstelling: bovenaan, links°°°$a ÉGLISE DE St QUENTIN, / fondée vers 1200 et reconstruite au XVe siècle.$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE978622/representation,http://resolver.libis.be/IE978622/thumbnail,KU Leuven Libraries BIBC BRES TA00349
9983966210101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9983966210101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,18uu,\\\\,fre,$c s.d°°° $3 1850-1900,,$c image: 167 x 240 mm,$c image with inscription: 197 x 240 mm.,$g Black-and-white,$a Gezicht op de Sint-Jacobskerk met kerkhof. Op de voorgrond werkzaamheden op het kerkhof.,$a View of St. James's Church with graveyard. In the foreground work on the cemetery.,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.","$a L'Église de Saint-Jacques, en 1578",Sint-Jacobskerk,50.88051,4.69113,,,,,,,,,,,$a VoL Building type$x churches (church buildings),$a VoL Building$x Leuven. Sint-Jacobskerk,$a VoL Street$x Leuven. Sint-Jacobsplein,,,"$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art°°° $3 designer and graphic artist",,,$a Leuven,Religious buildings,$b lithograph(s),$b in the image: bottom left°°°$b outside the image: top left°°°$b outside the image: bottom center,"$a L. Van Peteghem, del. et sculp.$b in de voorstelling: onderaan, links°°°$a Louvain Monumental.$b buiten de voorstelling: bovenaan, links°°°$a L'ÉGLISE DE SAINT JACQUES, EN 1578. / (d'après une peinture se trouvant à cette église.)$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE978629/representation,http://resolver.libis.be/IE978629/thumbnail,KU Leuven Libraries BIBC BRES TA00350
9983966330101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9983966330101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,18uu,\\\\,fre,$c s.d°°° $3 1850-1900,,$c image: 240 x 173 mm,$c image with inscription: 260 x 173 mm.,$g Black-and-white,$a Zicht op de sacramentstoren van de Sint-Jacobskerk.,$a View of the sacrament tower of St. James's Church.,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.",$a Tabernacle de l'Église de St. Jacques,Sint-Jacobskerk,50.88051,4.69113,,,,,,,,,,,$a VoL Building type$x churches (church buildings),,$a VoL Street$x Leuven. Sint-Jacobsplein,,,"$a Otto, Henri°°° $g Belgian painter, active 19th C.°°° $4 art°°° $3 designer","$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art°°° $3 graphic artist",,,,$b lithograph(s),$b in the image: bottom left°°°$b in the image: bottom right°°°$b outside the image: top left°°°$b outside the image: bottom center,"$a H. Otto, del.$b in de voorstelling: onderaan, links°°°$a L. Van Peteghem, Sculp.$b in de voorstelling: onderaan, rechts°°°$a Louvain Monumental.$b buiten de voorstelling: bovenaan, links°°°$a TABERNACLE DE L'ÉGLISE DE ST. JACQUES$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE978636/representation,http://resolver.libis.be/IE978636/thumbnail,KU Leuven Libraries BIBC BRES TA00351
9983966850101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9983966850101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,16uu,18uu,lat,$c s.d°°° $3 1600-1900,,$c image: 174 x 139 mm,$c plate edge: 189 x 140 mm.,$g Black-and-white,"$a Reliekhouder met het 'Sacrament van Mirakel' of 'De wonderlijke hostie', afkomstig van de Leuvense augustijnen, vereerd in de Sint-Jacobskerk.","$a Relic holder with the 'Sacrament of Miracle' or 'The Wonderful Host', from the Augustinians of Leuven, venerated in St. James's Church.","$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.",$a Sacrament van Mirakel,Sint-Jacobskerk,50.88051,4.69113,yes,,,,,,,,,,$a VoL Building type$x churches (church buildings),,$a VoL Street$x Leuven. Sint-Jacobsplein,,,,,,,,$b etching(s),$b in the image: top center°°°$b in the image: distributed°°°$b in the image: bottom center,"$a LAVDETVR VEN. SACRAMENTVM. MIRACVLIS CLARET LOVANI APVD AVGVSTINIANOS$b in de voorstelling: bovenaan, centraal°°°$a BLINDE SIEN / DODEN VERRYSEN / CREVPELE GAEN SIECKE GENESE$b in de voorstelling: verspreid°°°$a O alderhochsten PANT van GODT, ons toegesonden / waer in den SONDAER heeft bermhertigheyt geuonden : / Daer CHRISTVS, Godt en waeren mensch, / Ons mede geest der Eng-len wensch, / Syn VLEESCHE en Dierbaer BLOET : eertyts met ander WESEN; / Maer cordts tot MIDDELBORGH met t'eygen opgeresen. / Dat LOVEN nu met CEVLEN deylt, / Waer door in VOORSPOET henen seylt.$b in de voorstelling: onderaan, centraal",http://resolver.libis.be/IE978643/representation,http://resolver.libis.be/IE978643/thumbnail,KU Leuven Libraries BIBC BRES TA00352
9983967030101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9983967030101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,18uu,\\\\,fre,$c s.d°°° $3 1850-1900,,$c image: 235 x 170 mm,$c image with inscription: 271 x 170 mm.,$g Black-and-white,"$a Reliekostensorium van Sint-Jacob met op de voet drie Sint-Jacobsschelpen, afgebeeld frontaal en in profiel. Reliekhouder van de Heilige Maagd en de Heilige Margareta, ook frontaal en in profiel afgebeeld. Bovenaan het meesterteken van de Leuvense edelsmid Edmond Van Hoevelde.","$a Reliquary of St. James with three shells on the foot, depicted frontal and in profile. Relic of the Blessed Virgin and Saint Margaret, also depicted frontal and in profile. At the top the master-sign of the Leuven goldsmith Edmond Van Hoevelde.","$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.",$a Trésor de l'Église de St. Jacques,Sint-Jacobskerk,50.88051,4.69113,yes,,,,,,,,,,$a VoL Building type$x churches (church buildings),$a VoL Building$x Leuven. Sint-Jacobskerk,,,,"$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art°°° $3 graphic artist",,,,,$b lithograph(s),$b in the image: top center°°°$b in the image: distributed°°°$b in the image: bottom left°°°$b in the image: bottom right°°°$b outside the image: top left°°°$b outside the image: bottom center,"$a Monogramme d'E. Vanden Hoevelde$b in de voorstelling: bovenaan, centraal°°°$a coördinaten (1-2)$b in de voorstelling: verspreid°°°$a LP [monogram]$b in de voorstelling: onderaan, links°°°$a L. Van Peteghem sculpsit.$b in de voorstelling: onderaan, rechts°°°$a Louvain Monumental.$b buiten de voorstelling: bovenaan, links°°°$a TRÉSOR DE L'ÉGLISE DE ST JACQUES$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE978650/representation,http://resolver.libis.be/IE978650/thumbnail,KU Leuven Libraries BIBC BRES TA00353
9983967160101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9983967160101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",q,18uu,\\\\,fre,$c s.d°°° $3 1850-1900,,$c image: 254 x 167 mm,$c image with inscription: 285 x 167 mm.,$g Black-and-white,$a Gezicht op de toren van de Sint-Gertrudiskerk. Bovenaan bevindt zich het wapenschild van de Sint-Geertruiabdij en van Gautier de Moliaert (abt van 1420-1465).,$a View of the tower of St. Gertrudis Church. At the top is the coat of arms of St. Geertrudis Abbey and Gautier de Moliaert (abbot from 1420-1465).,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.",$a Tour de l'Église abbatiale de Ste. Gertrude,Sint-Geertruikerk,50.88414,4.69921,,,,,,,,,,,$a VoL Building type$x churches (church buildings),"$a VoL Building$x Leuven, Sint-Gertrudiskerk (Sint-Geertruikerk)","$a VoL Street$x Leuven, Halfmaartstraat",,,"$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art°°° $3 designer and graphic artist",,,$a Leuven,Religious buildings°°° Streets,$b lithograph(s),$b in the image: top left°°°$b in the image: top right°°°$b in the image: bottom left°°°$b outside the image: top left°°°$b outside the image: bottom center,"$a L'Abbaye noble de Ste. Gertrude$b in de voorstelling: bovenaan, links°°°$a Gautier de Moliaert, / abbé de 1420 à 1465.$b in de voorstelling: bovenaan, rechts°°°$a L. Van Peteghem, del. et sculp.$b in de voorstelling: onderaan, links°°°$a Louvain Monumental.$b buiten de voorstelling: bovenaan, links°°°$a TOUR DE L'ÉGLISE ABBATIALE DE STE. GERTRUDE, / achevée en 1453.$b buiten de voorstelling: onderaan, centraal",http://resolver.libis.be/IE978657/representation,http://resolver.libis.be/IE978657/thumbnail,KU Leuven Libraries BIBC BRES TA00354
